         161960 function calls (161273 primitive calls) in 37.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/construction.py:793(to_arrays)
       51    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/_collections.py:337(extend)
      183    0.005    0.000    0.005    0.000 {built-in method posix.stat}
     1881    0.004    0.000    0.004    0.000 {method 'match' of 're.Pattern' objects}
     4386    0.002    0.000    0.004    0.000 <frozen os>:703(__iter__)
      153    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/cookies.py:35(__init__)
        1    0.001    0.001    0.004    0.004 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/construction.py:891(_list_of_dict_to_arrays)
      561    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/queue.py:122(put)
       13    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1660(_log)
       51    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/urllib/request.py:2579(_proxy_bypass_macosx_sysconf)
        1    0.004    0.004    0.004    0.004 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pyarrow/parquet/core.py:1092(write_table)
      102    0.000    0.000    0.004    0.000 <frozen genericpath>:16(exists)
        6    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
       51    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/models.py:610(prepare_cookies)
        6    0.003    0.000    0.004    0.001 {built-in method _imp.exec_dynamic}
      153    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/util/url.py:227(_encode_invalid_chars)
      255    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py:1292(putheader)
       51    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/cookies.py:140(get_cookie_header)
        4    0.000    0.000    0.004    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/base.py:7593(ensure_index)
       51    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/response.py:573(__init__)
       13    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1686(handle)
      204    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/message.py:596(get_content_type)
       13    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1746(callHandlers)
    11437    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
      408    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/message.py:494(get)
        4    0.000    0.000    0.003    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1558(error)
       30    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1011(handle)
       11    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
        1    0.000    0.000    0.003    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pyarrow/pandas_compat.py:350(_get_columns_to_convert)
      153    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/contextlib.py:141(__exit__)
      357    0.000    0.000    0.003    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.003    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/base.py:475(__new__)
      102    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/socket.py:221(__init__)
       30    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1148(emit)
      102    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/cookiejar.py:1680(extract_cookies)
2961/2859    0.002    0.000    0.003    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.003    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pyarrow/pandas_compat.py:1(<module>)
      102    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/adapters.py:202(__init__)
       62    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
       51    0.003    0.000    0.003    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       18    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
       47    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/models.py:947(json)
        1    0.000    0.000    0.003    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/construction.py:96(arrays_to_mgr)
      204    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/response.py:735(_error_catcher)
     4488    0.002    0.000    0.003    0.000 <frozen os>:766(decode)
      103    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/urllib/parse.py:452(urlsplit)
       18    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
       18    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
       51    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/models.py:658(__init__)
      561    0.001    0.000    0.003    0.000 <frozen _collections_abc>:804(get)
       51    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/models.py:483(prepare_headers)
     1317    0.001    0.000    0.003    0.000 <frozen abc>:117(__instancecheck__)
       16    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/construction.py:517(sanitize_array)
       51    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/adapters.py:546(request_url)
       51    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py:261(__init__)
      204    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/util/url.py:303(_normalize_host)
